Symbol,Date,ESG Score,Environment,Emissions,Resource Use,Innovation,Social,Human Rights,Product Responsibility,Workforce,Community,Governance,Management,Shareholders,CSR Strategy
SXT,2021-06-19,57,48,28,88,27,54,69,40,30,67,79,96,62,24
SYBT,2021-06-19,30,0,0,0,0,19,0,31,29,9,58,64,75,0
SYBX,2021-06-19,23,0,0,0,0,31,0,28,13,51,32,46,7,0
SYF,2021-06-19,47,0,0,0,0,54,65,32,54,64,54,65,51,6
SYK,2021-06-19,65,25,33,45,0,71,56,73,68,84,77,97,57,6
SYKE,2021-06-19,43,6,0,19,0,36,42,35,37,34,61,71,68,0
SYNA,2021-06-19,35,31,20,16,39,41,69,13,18,48,27,31,27,6
SYNH,2021-06-19,36,0,0,0,0,51,72,26,82,50,46,60,30,0
SYRS,2021-06-19,24,14,35,0,0,31,0,15,50,69,19,27,7,0
SYX,2021-06-19,14,1,3,0,0,11,0,0,3,43,32,28,68,0
SYY,2021-06-19,78,79,66,99,77,75,60,94,73,64,81,89,49,85
T,2021-06-19,70,78,73,98,62,81,79,66,99,86,39,30,32,96
TA,2021-06-19,13,2,6,0,0,20,0,30,26,43,15,16,25,0
TACO,2021-06-19,20,6,13,0,0,23,0,18,28,46,28,29,43,0
TARA,2021-06-19,21,0,0,0,0,52,0,75,35,50,8,4,24,0
TAST,2021-06-19,15,0,0,0,0,22,0,18,32,37,19,8,71,0
TBBK,2021-06-19,36,2,11,0,0,27,0,31,34,37,61,72,64,0
TBI,2021-06-19,54,14,39,3,0,51,61,28,47,60,86,100,95,0
TBIO,2021-06-19,17,0,0,0,0,33,0,26,26,50,14,19,4,0
TBK,2021-06-19,44,0,0,0,0,41,0,32,51,64,64,76,70,0
TBNK,2021-06-19,34,2,11,0,0,22,0,31,14,45,64,88,29,0
TCBI,2021-06-19,31,0,0,0,0,39,0,32,28,94,32,43,18,0
TCBK,2021-06-19,47,4,22,0,0,36,0,31,36,70,79,94,82,0
TCDA,2021-06-19,42,0,0,0,0,64,0,75,27,89,49,52,71,0
TCF,2021-06-19,28,0,0,0,0,26,0,32,35,27,41,52,33,0
TCFC,2021-06-19,24,2,11,0,0,37,0,31,57,41,14,12,30,0
TCI,2021-06-19,10,0,0,0,0,30,0,42,21,37,3,3,3,0
TCMD,2021-06-19,39,2,0,9,0,50,1,73,34,84,42,57,16,6
TCRR,2021-06-19,19,0,0,0,0,37,0,0,18,90,16,5,65,0
TDC,2021-06-19,57,72,89,84,55,85,84,82,81,90,27,3,67,91
TDG,2021-06-19,44,33,54,50,0,42,23,81,33,53,53,68,13,39
TDOC,2021-06-19,22,0,0,0,0,24,0,22,22,42,30,34,35,0
TDS,2021-06-19,23,0,0,0,0,20,0,16,18,66,47,69,5,0
TDW,2021-06-19,17,6,13,0,0,28,5,22,34,60,13,8,38,0
TDY,2021-06-19,42,27,12,38,31,42,43,11,41,53,60,68,52,32
TECH,2021-06-19,58,28,0,50,0,91,72,98,91,89,48,47,65,24
TELA,2021-06-19,35,0,0,0,0,24,0,46,37,13,64,91,18,0
TELL,2021-06-19,18,13,33,8,0,11,0,0,9,44,38,28,87,12
TEN,2021-06-19,56,52,37,37,69,69,77,51,51,96,39,18,91,69
TENB,2021-06-19,27,0,0,0,0,48,0,35,20,90,16,19,17,0
TER,2021-06-19,51,30,49,48,0,58,51,55,73,58,66,69,62,59
TEX,2021-06-19,66,64,36,16,97,57,45,70,60,58,80,92,70,37
TFC,2021-06-19,60,12,20,51,0,63,0,76,67,97,75,84,57,59
TFSL,2021-06-19,15,0,0,0,0,24,0,31,24,37,10,14,5,0
TFX,2021-06-19,63,44,29,53,50,84,86,74,79,99,44,53,22,37
TG,2021-06-19,23,0,0,0,0,18,0,22,17,56,62,67,88,0
TGI,2021-06-19,37,4,0,13,0,34,38,10,25,53,67,73,93,0
TGNA,2021-06-19,61,33,22,30,50,51,35,34,46,91,84,94,88,25
TGT,2021-06-19,82,97,99,99,78,91,81,83,96,99,61,58,50,87
TGTX,2021-06-19,25,0,0,0,0,46,0,77,72,10,22,13,66,0
TH,2021-06-19,17,6,14,0,0,20,0,17,16,44,22,17,53,0
THC,2021-06-19,31,5,0,11,0,29,0,0,47,67,45,42,85,0
THFF,2021-06-19,18,0,0,0,0,18,0,32,8,38,26,28,35,0
THG,2021-06-19,46,30,64,49,12,52,0,36,69,78,44,48,31,44
THO,2021-06-19,64,24,42,45,0,65,83,62,59,59,77,96,52,23
THR,2021-06-19,24,4,15,0,1,31,8,38,27,56,39,46,27,24
THRM,2021-06-19,43,32,38,62,13,30,25,22,25,53,83,99,57,37
THS,2021-06-19,51,61,41,87,26,33,26,27,38,48,72,83,58,37
TIG,2021-06-19,18,1,6,0,0,20,0,36,8,34,21,12,67,0
TILE,2021-06-19,50,46,63,62,27,52,83,23,26,69,54,61,64,0
TIPT,2021-06-19,21,0,0,0,0,46,0,31,45,68,26,15,80,0
TISI,2021-06-19,33,18,15,5,37,31,0,69,41,30,46,54,47,0
TITN,2021-06-19,25,2,8,0,0,21,0,8,22,56,59,73,54,0
TJX,2021-06-19,66,81,96,87,0,84,97,73,83,89,36,24,43,87
TKR,2021-06-19,59,49,45,73,40,56,45,70,52,58,77,89,42,69
TLGT,2021-06-19,23,0,0,0,0,27,0,34,35,48,35,26,89,0
TLYS,2021-06-19,26,0,0,0,0,28,21,26,16,44,36,45,31,0
TMDX,2021-06-19,23,0,0,0,0,10,0,15,8,16,52,60,59,0
TMHC,2021-06-19,52,40,39,38,43,59,50,17,82,89,57,58,44,69
TMO,2021-06-19,69,69,84,73,50,77,56,82,79,92,58,65,42,45
TMP,2021-06-19,38,3,16,0,0,28,0,31,35,37,66,93,23,0
TMST,2021-06-19,55,77,61,97,50,43,42,65,28,54,45,53,22,39
TMUS,2021-06-19,37,51,51,86,12,38,44,17,30,82,25,26,8,47
TNC,2021-06-19,61,42,70,72,16,75,64,91,49,93,66,81,6,85
TNDM,2021-06-19,44,21,15,56,0,54,20,64,67,64,42,61,9,0
TNL,2021-06-19,64,92,95,93,66,58,87,18,73,93,47,52,6,85
TOL,2021-06-19,35,21,35,15,16,36,14,17,37,88,53,77,4,6
TOWN,2021-06-19,8,0,0,0,0,10,0,32,5,11,7,6,15,0
TPB,2021-06-19,33,37,51,30,0,29,0,23,48,58,37,41,20,39
TPC,2021-06-19,14,0,0,0,0,12,3,0,9,36,37,49,20,0
TPH,2021-06-19,29,18,11,28,16,24,0,17,5,89,50,57,62,0
TPIC,2021-06-19,61,52,63,42,51,62,22,59,56,76,71,81,38,72
TPR,2021-06-19,73,67,89,94,0,78,63,65,76,100,70,72,57,80
TPTX,2021-06-19,24,0,0,0,0,34,0,26,32,50,30,40,18,0
TPX,2021-06-19,49,36,57,25,27,53,27,60,68,69,61,76,33,23
TR,2021-06-19,12,4,9,0,0,14,0,4,15,46,16,20,13,0
TRC,2021-06-19,27,4,7,5,0,29,0,30,15,61,46,68,5,0
TREC,2021-06-19,8,2,5,0,0,8,0,0,1,38,18,8,62,0
TREE,2021-06-19,36,0,0,0,0,21,0,32,11,48,71,78,94,0
TREX,2021-06-19,31,24,17,0,43,34,0,54,41,62,36,41,42,0
TRGP,2021-06-19,49,49,50,65,0,36,0,22,52,82,68,78,48,45
TRHC,2021-06-19,38,3,0,10,0,32,0,16,30,86,63,91,9,0
TRIP,2021-06-19,19,0,0,0,0,38,38,18,26,85,9,6,24,0
TRMB,2021-06-19,61,53,21,72,55,72,95,82,38,70,54,61,53,23
TRMK,2021-06-19,31,0,0,0,0,41,0,75,26,72,31,30,56,0
TRN,2021-06-19,46,37,21,46,41,47,31,38,42,80,56,61,47,39
TRNO,2021-06-19,40,22,28,23,0,48,72,42,34,59,53,58,71,0
TRNS,2021-06-19,25,4,11,0,0,10,0,28,9,11,58,68,65,0
TROW,2021-06-19,69,50,77,81,28,76,51,46,86,89,68,75,49,60
TROX,2021-06-19,41,26,29,49,0,52,36,56,60,71,49,44,47,79
TRS,2021-06-19,38,21,15,41,16,37,45,9,30,58,59,70,58,6
TRST,2021-06-19,29,1,4,0,0,27,0,31,38,30,41,45,58,0
TRTX,2021-06-19,28,0,0,0,0,19,0,42,3,22,70,96,30,0
TRU,2021-06-19,39,24,39,28,0,56,16,28,88,96,29,10,75,52
TRUE,2021-06-19,26,0,0,0,0,30,0,35,11,46,31,34,41,0
TRUP,2021-06-19,41,7,18,17,0,40,0,36,53,53,54,79,7,0
TRV,2021-06-19,71,31,78,72,2,73,67,36,82,95,83,89,59,85
TSBK,2021-06-19,34,0,0,0,0,23,0,32,27,30,61,72,67,0
TSC,2021-06-19,27,0,0,0,0,26,0,31,25,45,38,51,21,0
TSCO,2021-06-19,71,65,81,71,22,88,93,82,84,95,50,44,54,75
TSLA,2021-06-19,57,69,46,68,82,43,25,48,39,75,66,71,51,63
TSN,2021-06-19,68,60,50,77,26,67,51,95,58,59,79,91,29,91
TTC,2021-06-19,54,64,45,30,87,42,19,38,35,80,59,82,4,24
TTD,2021-06-19,11,0,0,0,0,14,0,0,8,32,11,16,0,0
TTEC,2021-06-19,53,29,58,50,0,55,20,35,51,84,59,81,24,0
TTEK,2021-06-19,72,58,97,40,37,66,78,28,73,74,89,96,71,79
TTGT,2021-06-19,35,0,0,0,0,33,0,35,34,45,47,52,58,0
TTI,2021-06-19,20,11,13,0,34,14,0,22,21,24,40,33,81,14
TTMI,2021-06-19,39,12,10,31,0,60,80,32,51,58,39,48,35,0
TTWO,2021-06-19,28,0,0,0,0,33,30,15,46,61,31,25,73,0
TUP,2021-06-19,68,56,71,99,27,71,51,85,86,69,80,89,44,91
TUSK,2021-06-19,30,33,38,40,0,24,0,85,20,41,33,38,38,0
TVTX,2021-06-19,36,40,35,50,0,55,0,26,75,81,17,3,76,0
TVTY,2021-06-19,20,0,0,0,0,29,0,22,13,67,20,23,23,0
TW,2021-06-19,76,88,83,91,89,72,66,42,98,82,69,76,40,74
TWI,2021-06-19,37,10,6,10,13,48,67,64,14,41,57,56,96,0
TWIN,2021-06-19,10,0,0,0,0,9,0,8,3,26,23,23,36,0
TWLO,2021-06-19,37,0,0,0,0,33,0,35,28,46,53,76,12,0
TWNK,2021-06-19,15,10,8,14,0,16,0,4,13,59,18,21,19,0
TWO,2021-06-19,32,3,8,0,0,29,0,0,21,61,68,86,56,0
TWOU,2021-06-19,40,15,34,22,0,45,0,35,47,70,44,54,39,0
TWST,2021-06-19,28,5,0,10,0,47,62,46,28,48,15,22,4,0
TXG,2021-06-19,10,0,0,0,0,16,0,16,16,34,6,9,1,0
TXMD,2021-06-19,21,0,0,0,0,24,0,14,41,48,30,32,45,0
TXN,2021-06-19,88,98,100,99,95,88,80,94,85,97,77,94,42,47
TXRH,2021-06-19,40,29,44,20,0,55,0,72,47,74,27,16,82,0
TXT,2021-06-19,71,69,58,60,86,62,41,42,73,94,86,98,76,37
TYL,2021-06-19,47,5,0,14,0,31,0,35,36,37,74,86,86,0
TYME,2021-06-19,27,0,0,0,0,45,0,26,82,50,28,13,98,0
UAA,2021-06-19,38,29,12,45,25,41,32,16,46,84,38,46,2,52
UAL,2021-06-19,57,55,73,41,50,46,56,38,27,72,76,77,87,56
UBA,2021-06-19,22,15,16,18,0,29,6,42,25,29,24,31,17,0
UBFO,2021-06-19,31,0,0,0,0,21,0,31,22,28,58,77,33,0
UBSI,2021-06-19,29,0,0,0,0,15,0,32,5,31,59,84,16,0
UBX,2021-06-19,8,0,0,0,0,16,0,28,8,14,5,7,3,0
UCBI,2021-06-19,32,26,17,21,29,24,0,32,42,11,46,48,56,23
UCTT,2021-06-19,34,5,5,13,0,30,17,63,11,42,75,86,88,0
UDR,2021-06-19,67,61,72,46,78,70,0,42,87,88,70,82,23,80
UE,2021-06-19,20,2,0,5,0,39,0,42,24,59,23,29,16,0
UEIC,2021-06-19,27,25,9,0,38,17,0,14,31,36,46,47,72,0
UFCS,2021-06-19,30,1,7,0,0,23,0,36,29,21,48,50,70,0
UFI,2021-06-19,36,13,0,11,25,30,42,16,11,62,61,66,86,0
UFPI,2021-06-19,26,5,0,14,0,30,45,24,5,47,60,70,67,0
UFPT,2021-06-19,21,17,0,23,26,25,8,56,10,48,22,16,55,0
UGI,2021-06-19,42,37,65,23,24,41,11,65,44,41,53,45,95,29
UHAL,2021-06-19,15,0,0,0,0,13,0,22,7,24,35,34,61,0
UHS,2021-06-19,33,18,18,23,0,53,0,51,55,88,15,20,6,0
UHT,2021-06-19,34,19,8,35,0,26,0,42,9,37,60,83,24,0
UI,2021-06-19,27,0,0,0,0,22,0,17,5,43,48,55,54,0
UIHC,2021-06-19,42,1,6,0,0,31,0,36,40,34,68,81,69,0
UIS,2021-06-19,61,69,76,83,55,55,52,35,60,70,64,66,67,48
ULBI,2021-06-19,20,16,23,7,16,18,0,38,7,28,27,12,95,0
ULH,2021-06-19,21,13,19,19,0,24,0,22,23,48,27,14,85,0
ULTA,2021-06-19,42,0,0,0,0,50,57,26,54,65,55,72,25,14
UMBF,2021-06-19,48,33,48,26,32,41,14,32,45,64,64,62,88,37
UMH,2021-06-19,42,11,0,18,24,50,53,42,43,61,69,99,18,0
UMPQ,2021-06-19,48,15,51,38,0,53,0,32,72,82,55,48,93,37
UNF,2021-06-19,56,50,58,54,37,67,56,69,61,85,46,63,1,25
UNFI,2021-06-19,54,62,65,83,22,59,46,60,65,61,41,27,67,72
UNH,2021-06-19,73,81,90,97,0,57,40,22,83,89,88,95,71,76
UNIT,2021-06-19,25,0,0,0,0,31,0,42,25,37,49,53,69,0
UNM,2021-06-19,55,37,80,72,10,55,5,36,60,95,61,67,27,87
UNP,2021-06-19,72,52,84,72,0,92,96,74,96,99,69,67,56,96
UNTY,2021-06-19,18,0,0,0,0,22,0,32,25,27,21,24,22,0
UNVR,2021-06-19,51,52,58,72,26,56,70,56,52,35,39,25,48,96
UPLD,2021-06-19,22,0,0,0,0,32,0,35,24,46,19,17,41,0
UPS,2021-06-19,69,69,78,79,50,63,26,22,82,100,76,95,5,85
UPWK,2021-06-19,32,6,10,7,0,47,0,28,88,79,30,24,55,23
URBN,2021-06-19,65,73,70,67,87,39,61,26,42,37,90,99,96,39
URI,2021-06-19,70,59,76,88,0,89,96,93,84,84,52,54,36,69
USB,2021-06-19,54,55,73,57,50,61,29,75,59,79,43,49,49,6
USCR,2021-06-19,23,19,2,2,60,11,0,8,8,30,47,50,69,0
USFD,2021-06-19,53,43,27,44,77,61,47,78,34,82,49,61,26,23
USLM,2021-06-19,16,6,4,0,15,12,0,0,16,30,39,55,12,0
USM,2021-06-19,24,0,0,0,0,22,15,16,8,66,49,71,6,0
USNA,2021-06-19,23,0,0,0,0,27,23,27,18,43,41,43,62,0
USPH,2021-06-19,25,0,0,0,0,22,0,22,14,43,41,53,27,0
USX,2021-06-19,17,2,0,8,0,23,0,22,5,67,27,19,70,0
UTG,2021-06-19,65,57,64,58,23,70,25,42,90,80,70,63,79,90
UTHR,2021-06-19,32,12,34,0,0,58,0,28,73,90,23,26,26,0
UTI,2021-06-19,24,0,0,0,0,38,0,36,17,61,29,29,46,0
UTL,2021-06-19,38,21,53,7,0,27,0,90,12,28,83,93,89,23
UTMD,2021-06-19,38,0,0,0,0,34,0,33,40,64,60,84,22,0
UVE,2021-06-19,43,2,7,5,0,33,0,36,31,53,68,76,85,0
UVSP,2021-06-19,33,0,0,0,0,33,0,32,31,64,45,51,55,0
UVV,2021-06-19,62,54,60,58,0,70,82,41,84,78,60,75,8,62
V,2021-06-19,53,46,70,90,0,75,67,35,99,96,37,35,13,85
VAC,2021-06-19,52,37,47,34,0,56,21,60,59,75,59,74,37,23
VALU,2021-06-19,10,0,0,0,0,14,0,28,6,26,13,18,5,0
VAPO,2021-06-19,28,0,0,0,0,34,0,48,55,34,34,29,74,0
VBIV,2021-06-19,28,0,0,0,0,36,0,59,57,10,40,32,91,0
VBTX,2021-06-19,37,2,11,0,0,37,0,31,42,62,51,68,29,0
VC,2021-06-19,56,37,36,84,13,60,59,45,59,79,75,79,79,44
VCEL,2021-06-19,31,0,0,0,0,25,0,46,19,48,61,86,18,0
VCRA,2021-06-19,38,0,0,0,0,43,80,18,27,64,54,67,48,0
VCYT,2021-06-19,35,0,0,0,0,43,0,26,73,50,50,61,49,0
VEC,2021-06-19,56,17,0,45,0,60,61,69,51,60,77,90,81,6
VECO,2021-06-19,54,51,23,47,77,58,86,32,38,58,48,42,56,72
VER,2021-06-19,55,33,49,27,0,59,4,42,54,88,77,81,90,37
VERI,2021-06-19,26,0,0,0,0,35,0,35,21,55,26,10,98,0
VERO,2021-06-19,16,0,0,0,0,30,0,46,1,64,5,3,14,0
VERU,2021-06-19,16,7,18,0,0,15,0,32,1,26,28,32,33,0
VERY,2021-06-19,10,0,0,0,0,19,0,36,2,35,3,3,7,0
VFC,2021-06-19,80,81,69,91,78,82,90,64,82,95,75,73,84,69
VG,2021-06-19,20,19,0,0,61,12,0,16,3,40,36,46,24,0
VGR,2021-06-19,20,0,0,0,0,22,21,23,4,46,38,33,79,0
VHC,2021-06-19,20,0,0,0,0,29,0,35,7,46,18,18,33,0
VHI,2021-06-19,14,3,10,0,0,14,0,47,9,15,33,40,34,0
VIAC,2021-06-19,56,47,57,81,0,66,52,34,90,95,46,57,9,47
VIAV,2021-06-19,27,12,1,31,5,40,37,18,43,64,22,9,79,0
VICR,2021-06-19,20,9,18,21,0,33,12,38,30,58,15,19,5,6
VIR,2021-06-19,30,0,0,0,0,50,0,75,29,50,31,42,18,0
VIRT,2021-06-19,21,0,0,0,0,47,37,46,15,76,5,8,1,0
VIVO,2021-06-19,43,0,0,0,0,40,32,46,27,50,67,75,75,16
VKTX,2021-06-19,25,0,0,0,0,36,0,26,39,50,32,44,15,0
VLGEA,2021-06-19,11,18,25,19,0,14,0,8,14,36,2,2,4,0
VLO,2021-06-19,51,47,38,29,80,35,0,30,48,89,84,93,58,78
VLY,2021-06-19,51,3,11,6,0,43,0,75,21,90,80,90,64,54
VMC,2021-06-19,46,48,34,27,92,45,0,75,45,92,44,41,59,37
VMI,2021-06-19,52,72,71,47,89,40,39,10,27,73,41,36,47,59
VMW,2021-06-19,44,67,96,66,55,70,51,35,84,98,14,5,2,79
VNDA,2021-06-19,30,0,0,0,0,39,0,26,54,50,43,54,33,0
VNO,2021-06-19,65,77,81,88,23,66,36,42,66,88,49,39,57,87
VOXX,2021-06-19,17,11,41,9,0,12,0,43,3,10,30,39,21,0
VOYA,2021-06-19,77,60,89,73,44,71,55,46,65,92,88,97,60,85
VPG,2021-06-19,37,38,21,23,52,36,25,62,14,41,39,52,19,6
VRA,2021-06-19,33,24,6,36,25,38,30,37,32,62,30,19,51,54
VRAY,2021-06-19,22,0,0,0,0,22,0,16,45,34,32,36,36,0
VRCA,2021-06-19,8,0,0,0,0,12,0,15,7,32,7,6,16,0
VREX,2021-06-19,52,66,79,68,50,57,3,92,61,65,38,25,76,48
VRNS,2021-06-19,26,0,0,0,0,44,8,35,36,70,17,23,10,0
VRNT,2021-06-19,46,30,26,73,0,66,41,81,61,68,34,37,13,46
VRRM,2021-06-19,16,0,0,0,0,13,0,0,15,38,31,39,28,0
VRS,2021-06-19,24,35,30,46,28,15,23,24,7,15,13,10,8,37
VRSK,2021-06-19,67,66,76,76,55,80,62,82,66,90,56,66,27,47
VRSN,2021-06-19,48,13,51,6,0,46,0,35,54,70,59,69,66,0
VRT,2021-06-19,30,31,47,48,16,42,33,62,32,41,12,1,57,0
VRTS,2021-06-19,36,18,7,9,27,45,0,46,18,76,33,47,6,0
VRTX,2021-06-19,63,62,99,50,0,96,72,98,96,98,35,18,71,61
VSAT,2021-06-19,48,23,34,52,0,65,30,77,68,64,45,60,27,0
VSEC,2021-06-19,40,14,0,53,0,30,7,42,50,32,72,77,65,51
VSH,2021-06-19,41,41,0,12,95,28,12,62,12,41,64,94,1,6
VSTM,2021-06-19,19,0,0,0,0,44,0,75,50,19,10,10,16,0
VSTO,2021-06-19,59,29,42,63,0,74,62,86,79,61,50,52,62,24
VTOL,2021-06-19,35,12,2,27,0,43,93,11,8,76,48,39,96,23
VTR,2021-06-19,83,90,88,96,78,80,92,42,88,94,78,90,35,85
VTRS,2021-06-19,85,71,74,89,0,89,81,97,88,95,90,87,99,91
VTVT,2021-06-19,20,0,0,0,0,45,0,28,79,51,10,4,34,0
VVI,2021-06-19,56,39,59,50,0,59,46,34,73,89,56,60,51,47
VVV,2021-06-19,64,54,45,92,26,61,80,56,43,48,85,91,77,69
VWTR,2021-06-19,16,3,9,0,0,20,0,14,2,62,32,41,21,0
VXRT,2021-06-19,20,0,0,0,0,20,0,0,5,51,32,41,27,0
VYGR,2021-06-19,28,0,0,0,0,51,0,75,30,50,26,36,11,0
VYNE,2021-06-19,17,0,0,0,0,21,0,0,9,51,24,35,3,0
VZ,2021-06-19,74,51,53,83,11,83,70,97,86,74,74,76,60,87
W,2021-06-19,17,0,0,0,0,34,0,17,16,78,13,18,4,0
WAB,2021-06-19,59,59,59,75,52,81,83,70,72,96,30,21,47,52
WABC,2021-06-19,32,0,0,0,0,10,0,31,10,4,75,85,89,0
WAFD,2021-06-19,41,0,0,0,0,35,0,75,40,26,66,90,33,0
WAL,2021-06-19,41,0,0,0,0,40,0,32,40,78,59,62,90,0
WASH,2021-06-19,42,0,0,0,0,37,0,76,36,38,65,89,31,0
WAT,2021-06-19,75,67,76,75,50,66,37,92,66,65,90,99,81,59
WATT,2021-06-19,14,0,0,0,0,13,0,9,5,41,32,33,50,0
WBA,2021-06-19,93,90,97,89,77,95,93,99,89,100,93,94,92,87
WBS,2021-06-19,55,20,0,6,29,46,0,32,53,84,81,97,54,43
WCC,2021-06-19,54,44,32,68,40,50,53,38,48,58,69,91,12,49
WD,2021-06-19,33,2,0,14,0,40,0,32,47,64,35,34,63,0
WDAY,2021-06-19,48,69,88,77,55,72,70,35,98,89,20,23,0,31
WDC,2021-06-19,44,48,49,83,39,49,33,43,66,69,30,16,40,87
WDFC,2021-06-19,31,30,3,14,89,34,17,44,31,47,27,9,58,72
WEC,2021-06-19,63,64,99,68,16,64,73,60,40,95,61,46,88,92
WELL,2021-06-19,68,77,68,85,78,75,68,42,87,88,49,52,19,80
WEN,2021-06-19,69,52,20,90,0,80,77,87,60,85,68,81,66,6
WERN,2021-06-19,34,16,39,8,0,33,0,22,34,67,56,74,24,16
WETF,2021-06-19,38,37,41,55,28,54,0,46,43,77,24,17,41,37
WEX,2021-06-19,18,0,0,0,0,31,0,28,42,60,14,10,36,0
WEYS,2021-06-19,21,1,0,2,0,28,32,16,31,33,22,8,83,0
WFC,2021-06-19,72,83,75,90,83,81,47,76,92,96,55,48,60,85
WFRD,2021-06-19,66,69,75,86,0,84,98,74,59,97,37,21,94,34
WGO,2021-06-19,48,34,14,28,50,51,74,15,72,87,48,41,40,92
WHG,2021-06-19,53,41,0,22,66,55,0,46,28,91,54,73,24,6
WHR,2021-06-19,78,90,86,96,89,81,66,95,86,83,58,56,47,87
WINA,2021-06-19,27,0,0,0,0,21,0,26,4,44,46,59,32,0
WING,2021-06-19,31,6,14,0,0,29,0,17,43,60,58,78,28,6
WIRE,2021-06-19,38,34,13,40,41,34,43,8,23,56,48,67,13,0
WK,2021-06-19,41,0,0,0,0,48,0,35,64,70,48,68,13,0
WKHS,2021-06-19,17,6,0,0,13,7,0,31,2,1,49,51,73,0
WLDN,2021-06-19,26,0,0,0,0,28,0,28,30,60,41,44,60,0
WLFC,2021-06-19,5,0,0,0,0,6,0,0,7,18,8,3,29,0
WLK,2021-06-19,23,13,21,18,0,32,18,35,30,57,25,26,2,56
WLL,2021-06-19,39,29,38,43,0,30,3,0,54,71,68,79,31,69
WM,2021-06-19,93,93,95,95,87,91,78,97,97,98,95,98,89,85
WMB,2021-06-19,73,76,90,88,0,67,46,22,91,95,79,81,67,85
WMC,2021-06-19,21,0,0,0,0,27,0,42,11,37,42,52,35,0
WMG,2021-06-19,24,21,39,20,0,34,0,30,40,61,11,9,23,0
WMK,2021-06-19,34,38,49,32,24,41,0,41,33,94,20,1,53,64
WMS,2021-06-19,37,22,34,19,16,53,20,55,63,92,32,36,12,39
WMT,2021-06-19,83,81,75,91,77,88,93,80,88,97,75,89,29,72
WNC,2021-06-19,43,9,24,12,0,50,45,70,24,58,75,89,77,0
WNEB,2021-06-19,40,2,4,6,0,33,0,31,63,14,63,93,6,0
WOR,2021-06-19,24,10,8,3,50,27,7,65,22,54,40,52,25,0
WOW,2021-06-19,38,0,0,0,0,37,0,33,43,65,52,73,17,0
WPC,2021-06-19,49,25,20,36,0,54,68,42,52,61,73,90,36,43
WPG,2021-06-19,29,16,32,5,0,42,0,42,29,61,31,17,78,30
WRAP,2021-06-19,13,0,0,0,0,11,0,0,7,30,22,14,62,0
WRB,2021-06-19,43,22,77,35,0,44,0,36,65,53,49,47,48,61
WRE,2021-06-19,63,59,71,43,78,61,0,42,58,88,71,85,57,23
WRI,2021-06-19,49,34,23,33,78,52,0,42,34,88,65,81,53,0
WRLD,2021-06-19,28,0,0,0,0,35,0,31,48,45,30,33,39,0
WSBC,2021-06-19,31,0,0,0,0,37,0,75,39,37,36,42,40,0
WSBF,2021-06-19,46,0,0,0,0,41,0,31,54,62,72,94,46,0
WSC,2021-06-19,30,0,0,0,0,29,26,28,25,37,52,53,81,0
WSFS,2021-06-19,32,2,9,0,0,29,0,32,36,38,49,69,16,0
WSM,2021-06-19,60,60,53,47,87,66,45,79,34,91,54,60,37,49
WSO,2021-06-19,24,0,0,0,0,16,0,9,15,41,64,93,9,0
WSR,2021-06-19,35,18,16,23,0,50,52,42,46,59,40,42,24,54
WST,2021-06-19,77,43,60,76,0,80,61,81,84,95,87,96,74,63
WTBA,2021-06-19,33,0,0,0,0,28,0,31,5,86,53,68,41,0
WTFC,2021-06-19,47,13,36,43,0,48,0,76,33,88,59,77,37,0
WTI,2021-06-19,30,13,36,3,0,22,0,0,47,43,70,95,9,39
WTM,2021-06-19,40,33,0,0,56,29,0,36,19,53,55,76,21,0
WTRG,2021-06-19,49,73,81,73,64,41,48,14,47,41,18,12,33,23
WTRH,2021-06-19,23,0,0,0,0,32,0,35,24,46,23,5,99,0
WTS,2021-06-19,67,58,55,54,60,89,93,96,84,82,51,63,4,62
WTTR,2021-06-19,29,11,13,0,34,31,16,22,29,60,48,47,84,0
WU,2021-06-19,58,35,56,42,0,51,32,28,84,60,83,90,69,69
WW,2021-06-19,31,6,15,3,0,28,8,40,26,40,60,82,28,0
WWD,2021-06-19,57,73,48,49,94,37,19,38,43,56,63,73,44,39
WWE,2021-06-19,30,0,0,0,0,31,0,34,17,67,38,54,11,0
WWW,2021-06-19,29,16,22,27,0,38,13,47,39,62,23,24,32,6
WY,2021-06-19,67,83,83,90,53,73,92,42,84,80,42,26,62,92
WYNN,2021-06-19,67,63,60,76,0,66,14,75,65,90,72,78,63,61
X,2021-06-19,53,50,54,47,50,55,40,65,57,80,52,37,82,79
XAIR,2021-06-19,12,0,0,0,0,12,0,16,15,16,18,2,85,0
XBIT,2021-06-19,18,0,0,0,0,29,0,28,5,51,20,24,22,0
XCUR,2021-06-19,22,0,0,0,0,56,0,75,54,50,7,8,8,0
XEC,2021-06-19,32,24,39,31,0,21,0,30,28,44,62,78,28,37
XEL,2021-06-19,87,88,83,87,96,82,93,79,67,99,90,97,71,85
XELA,2021-06-19,29,0,0,0,0,44,0,35,38,71,25,21,56,0
XENT,2021-06-19,22,0,0,0,0,14,0,16,2,34,43,41,79,0
XERS,2021-06-19,32,0,0,0,0,56,0,77,50,51,30,35,34,0
XFOR,2021-06-19,27,0,0,0,0,59,0,75,67,50,16,21,8,0
XGN,2021-06-19,16,0,0,0,0,14,0,16,5,34,25,23,48,0
XHR,2021-06-19,53,51,60,56,0,52,92,42,41,61,55,49,93,30
